id,title,url,orig_caption,gen_caption,orig_sentiment,gen_sentiment,object_counts
308,Trump tariffs: Russia missing from the reciprocal chart? Here's what we know,https://www.hindustantimes.com/world-news/us-news/trump-tariffs-speech-russia-missing-from-the-reciprocal-chart-heres-what-we-know-101743629713916.html,Trump allegedly did not announce tariffs on Russia(AFP),trump and putin face off,"{'label': 'NEGATIVE', 'score': 0.9409304857254028}","{'label': 'POSITIVE', 'score': 0.5658822059631348}","{'person': 2, 'tie': 2}"
309,Donald Trump announces 26% tariff on imports from India: ‘A great friend but…’,https://www.hindustantimes.com/world-news/donald-trump-announces-26-percent-tariff-on-imports-from-india-101743627005537.html,"US President Donald Trump holds a chart as he delivers remarks on reciprocal tariffs during an event in the Rose Garden entitled ""Make America Wealthy Again"" at the White House in Washington, DC, on April 2, 2025. (AFP)","president donald trump holds up a sign that reads, ' i ' m '","{'label': 'POSITIVE', 'score': 0.9635500311851501}","{'label': 'POSITIVE', 'score': 0.9694477319717407}",{'person': 1}
310,"Trump reciprocal tariffs chart: China tops list, India and EU over 20% - Check here",https://www.hindustantimes.com/world-news/us-news/trump-reciprocal-tariffs-chart-china-tops-list-india-and-eu-over-20-check-here-101743626899678.html,Trump revealed a revised tariffs chart on Wednesday(AFP),"president donald is holding up a sign that reads, ' i ' m '","{'label': 'NEGATIVE', 'score': 0.8300231099128723}","{'label': 'POSITIVE', 'score': 0.879700243473053}",{'person': 1}
311,Donald Trump's full tariff list: Which countries are affected and by how much,https://www.hindustantimes.com/world-news/us-news/trumps-complete-tariff-list-which-countries-are-affected-and-by-how-much-101743630605655.html,"A 3D-printed miniature model of U.S. President Donald Trump, U.S. Flag and word ""Tariffs"" are seen in this illustration taken, April 2, 2025. (REUTERS)",a man in a suit and tie standing in front of a flag,"{'label': 'NEGATIVE', 'score': 0.9848013520240784}","{'label': 'POSITIVE', 'score': 0.9879079461097717}",{'person': 1}
312,Hungary says it is withdrawing from ICC as Israeli leader visits,https://www.hindustantimes.com/world-news/hungary-says-it-is-withdrawing-from-icc-as-israeli-leader-visits-101743668147575.html,Hungary says it is withdrawing from ICC as Israeli leader visits,a group of people walking around a city,"{'label': 'NEGATIVE', 'score': 0.9950962662696838}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
313,Israel PM Benjamin Netanyahu's close aides arrested in Qatar scandal amid corruption trial,https://www.hindustantimes.com/world-news/israel-benjamin-netanyahus-two-close-aides-arrested-in-qatar-scandal-amid-ongoing-corruption-trial-101743664595391.html,Israeli Prime Minister Benjamin Netanyahu's advisers allegedly promoted Qatari interests.(AFP),israeli prime benjamin benjamin schry,"{'label': 'NEGATIVE', 'score': 0.9702108502388}","{'label': 'POSITIVE', 'score': 0.994462788105011}","{'person': 1, 'tie': 1}"
314,"Interpol declines Bosnian 'red notice' request for Serb leader Dodik, court says",https://www.hindustantimes.com/world-news/interpol-declines-bosnian-red-notice-request-for-serb-leader-dodik-court-says-101743676818675.html,"Interpol declines Bosnian 'red notice' request for Serb leader Dodik, court says",travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.9849759936332703}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
315,"ICC prosecutor Khan accused of retaliation for sexual misconduct allegation, sources say",https://www.hindustantimes.com/world-news/icc-prosecutor-khan-accused-of-retaliation-for-sexual-misconduct-allegation-sources-say-101743690115272.html,"ICC prosecutor Khan accused of retaliation for sexual misconduct allegation, sources say","times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9846169948577881}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
316,"UN accuses Israel of destabilising Syria as airstrikes, ground attack kill 13",https://www.hindustantimes.com/world-news/un-accuses-israel-of-destabilising-syria-as-airstrikes-ground-attack-kill-13-101743700755266.html,Debris is scattered at the site of an Israeli strike on a military airbase near Hama in Syria.(AP),a truck is parked in a field of rubble,"{'label': 'NEGATIVE', 'score': 0.999422550201416}","{'label': 'NEGATIVE', 'score': 0.999459445476532}","{'truck': 2, 'train': 1}"
317,"Even Americans don’t want Trump’s barmy tariffs, writes Douglas Irwin",https://www.hindustantimes.com/world-news/even-americans-don-t-want-trump-s-barmy-tariffs-writes-douglas-irwin-101743746172444.html,"U.S. President Donald Trump delivers remarks on tariffs in the Rose Garden at the White House in Washington, D.C., U.S., April 2, 2025. REUTERS/Carlos Barria/File Photo(REUTERS)",a man standing behind a podium with a sign,"{'label': 'POSITIVE', 'score': 0.9769501686096191}","{'label': 'POSITIVE', 'score': 0.9909409880638123}","{'person': 2, 'tie': 1, 'chair': 1}"
318,The Tank Commander Now Running Israel’s Military Sees a Year of War,https://www.hindustantimes.com/world-news/the-tank-commander-now-running-israel-s-military-sees-a-year-of-war-101743746846933.html,"Israel's new military chief of staff, Lt. Gen. Eyal Zamir",a soldier stands in front of the western wall in jerusalem,"{'label': 'POSITIVE', 'score': 0.9970409274101257}","{'label': 'POSITIVE', 'score': 0.9608607292175293}",{'person': 2}
319,Israel says it killed a Hamas commander in Lebanon,https://www.hindustantimes.com/world-news/israel-says-it-killed-a-hamas-commander-in-lebanon-101743753757529.html,"Hassan Farhat, a leader of the Palestinian militant organisation Hamas, was killed in the Sidon district of southern Lebanon, the Israeli military announced on Friday.(AP/representative )",a rock on the ground,"{'label': 'NEGATIVE', 'score': 0.9792673587799072}","{'label': 'POSITIVE', 'score': 0.9873786568641663}",{}
320,Which countries are quitting a key landmine treaty and why?,https://www.hindustantimes.com/world-news/which-countries-are-quitting-a-key-landmine-treaty-and-why-101743772705231.html,Which countries are quitting a key landmine treaty and why?,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9990432858467102}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
321,Trump demands ‘direct talks’ with Iran on nuclear deal after bombing threat,https://www.hindustantimes.com/world-news/trump-demands-direct-talks-with-iran-on-nuclear-deal-after-bombing-threat-101743774954871.html,United States have long accused Iran of pursuing a nuclear weapon.(AFP),president donald trump waves to the crowd at the white house,"{'label': 'NEGATIVE', 'score': 0.9636174440383911}","{'label': 'POSITIVE', 'score': 0.9989939332008362}","{'person': 1, 'tie': 1, 'clock': 1}"
322,Israel attorney general accuses PM of 'conflict of interest' in security chief dismissal,https://www.hindustantimes.com/world-news/israel-attorney-general-accuses-pm-of-conflict-of-interest-in-security-chief-dismissal-101743788589450.html,Israel attorney general accuses PM of 'conflict of interest' in security chief dismissal,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9991231560707092}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
323,‘Oops’: Donald Trump shares video showing attack on Yemen's Houthis,https://www.hindustantimes.com/world-news/us-news/oops-donald-trump-shares-video-showing-attack-on-yemens-houthis-101743813179662.html,A still from the video shared by US President Donald Trump.(X/@realDonaldTrump),"the surface of the moon, with a small hole in the middle","{'label': 'NEGATIVE', 'score': 0.9840121269226074}","{'label': 'NEGATIVE', 'score': 0.9950666427612305}",{}
324,"An Indian, a Lebanese and two Saudis: How US quietly revoked visas of some foreign students",https://www.hindustantimes.com/world-news/us-news/an-indian-a-lebanese-and-two-saudis-how-us-quietly-revoked-visas-of-some-foreign-students-101743818686270.html,"Student protestors hold signs while participating in the ""Hands Off Our Schools"" rally in front of the U.S. Department of Education on April 04, 2025 in Washington, DC. (Getty Images via AFP)",a group of people holding signs that say i don ' t,"{'label': 'NEGATIVE', 'score': 0.9900678396224976}","{'label': 'NEGATIVE', 'score': 0.994941771030426}",{'person': 5}
325,"Trump in trade talks with India, Israel, Vietnam as tariff deadline approaches: Report",https://www.hindustantimes.com/world-news/us-news/trump-in-trade-talks-with-india-israel-vietnam-as-tariff-deadline-approaches-report-101743812506460.html,"U.S. President Donald Trump delivers remarks on tariffs in the Rose Garden at the White House in Washington, D.C., U.S., April 2, 2025. (REUTERS)",a man in a suit holding a sign,"{'label': 'POSITIVE', 'score': 0.9840403199195862}","{'label': 'NEGATIVE', 'score': 0.8759803175926208}","{'person': 3, 'cell phone': 1}"
326,"‘Shame on you’: Bill Gates, Microsoft bosses face pro-Palestine protest at company's 50th anniversary event | WATCH",https://www.hindustantimes.com/world-news/shame-on-you-bill-gates-microsoft-bosses-pro-palestine-protest-50th-anniversary-event-vaniya-agrawal-ibtihal-aboussa-101743815124734.html,"CORRECTS DATE - A pro-Palestinian demonstrator, Ibtihal Aboussad, is escorted away by security as they interrupt Microsoft AI CEO Mustafa Suleyman during a presentation of the company's AI assistant, Copilot, ahead of a 50th Anniversary presentation at Microsoft headquarters, Friday, April 4, 2025, in Redmond, Wash. (AP Photo/Jason Redmond)(AP)",a woman in a black jacket,"{'label': 'NEGATIVE', 'score': 0.9930098056793213}","{'label': 'POSITIVE', 'score': 0.6337153315544128}",{'person': 2}
327,Israeli troops deploy to a new corridor across southern Gaza,https://www.hindustantimes.com/world-news/israeli-troops-deploy-to-a-new-corridor-across-southern-gaza-101743870618451.html,Israeli troops deploy to a new corridor across southern Gaza,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.6222583651542664}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
328,"Netanyahu to talk tariffs with Trump on Monday, officials say",https://www.hindustantimes.com/world-news/us-news/netanyahu-to-talk-tariffs-with-trump-on-monday-officials-say-101743870741433.html,"Netanyahu to talk tariffs with Trump on Monday, officials say",a group of people walking around a city,"{'label': 'NEGATIVE', 'score': 0.9372151494026184}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
329,Trump's upcoming White House meeting with Netanyahu is expected to focus on Gaza and tariffs,https://www.hindustantimes.com/world-news/us-news/trumps-upcoming-white-house-meeting-with-netanyahu-is-expected-to-focus-on-gaza-and-tariffs-101743871777871.html,Trump's upcoming White House meeting with Netanyahu is expected to focus on Gaza and tariffs,a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.665521502494812}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
330,US revokes all visas of troubled country in a stern warning: ‘Stop taking advantage…',https://www.hindustantimes.com/world-news/us-news/us-revokes-all-visas-of-south-sudan-in-a-warning-every-country-must-accept-101743892252377.html,US Secretary of State Marco Rubio issued a strong statement on Saturday(AFP),a man in a suit and tie is speaking,"{'label': 'POSITIVE', 'score': 0.9988487958908081}","{'label': 'POSITIVE', 'score': 0.9877845048904419}",{'person': 2}
331,"Mahmoud Khalil accuses Columbia of laying ‘groundwork for my abduction,’ compares admin to Nazi collaborators in op-ed",https://www.hindustantimes.com/world-news/us-news/mahmoud-khalil-accuses-columbia-of-laying-groundwork-for-my-abduction-compares-admin-to-nazi-collaborators-in-oped-101743913341596.html,"Mahmoud Khalil accuses Columbia of laying ‘groundwork for my abduction,’ compares admin to Nazi collaborators in op-ed (REUTERS/Jeenah Moon/File Photo)(REUTERS)",a man with a beard and a pink shirt,"{'label': 'NEGATIVE', 'score': 0.994327962398529}","{'label': 'NEGATIVE', 'score': 0.7825937271118164}",{'person': 2}
332,Israel detains 2 woman UK MPs over alleged plans to document security forces' activities,https://www.hindustantimes.com/world-news/israel-detains-2-woman-uk-british-mps-over-alleged-plans-to-document-security-forces-activities-101743896757803.html,"L: British MP Yuan Yang who represents Earley and Woodley constituency | R: Abtisam Mohamed, the for Sheffield(X@LiverTrust/@Abtisam_Mohamed)",two women in yellow coats and red scarfs,"{'label': 'NEGATIVE', 'score': 0.8750878572463989}","{'label': 'NEGATIVE', 'score': 0.9068978428840637}","{'person': 3, 'car': 1}"
333,Columbia University deploys special officers with powers to arrest amid student protests,https://www.hindustantimes.com/world-news/us-news/columbia-university-deploys-special-officers-with-powers-to-arrest-amid-student-protests-101743907383379.html,"Columbia student demonstrators chain themselves to the gates of St. Paul’s Chapel at Columbia University to denounce the arrest of Mahmoud Khalil in New York City, U.S., April 2, 2025. (REUTERS FILE)",a group of people sitting on a bench,"{'label': 'NEGATIVE', 'score': 0.9338585734367371}","{'label': 'NEGATIVE', 'score': 0.8462315797805786}",{'person': 5}
334,"Iran seeks indirect talks with US, warns Iraq, Kuwait over supporting strikes",https://www.hindustantimes.com/world-news/iran-seeks-indirect-talks-with-us-warns-iraq-kuwait-over-supporting-strikes-101743928939183.html,Iran has rejected US President Donald Trump's demand for direct talks.(via REUTERS),a man in a brown suit,"{'label': 'NEGATIVE', 'score': 0.9781237244606018}","{'label': 'POSITIVE', 'score': 0.9005013704299927}","{'person': 1, 'chair': 1}"
